annee_numero_de_tirage;date_de_tirage;heure_de_tirage;date_de_forclusion;boule1;boule2;boule3;boule4;boule5;boule6;boule7;boule8;boule9;boule10;boule11;boule12;boule13;boule14;boule15;boule16;boule17;boule18;boule19;boule20;multiplicateur;numero_jokerplus;devise;
2022058;29/01/2022;soir;31/03/2022;4;9;11;12;13;15;23;29;33;38;40;41;45;46;47;55;59;62;68;69;2;6 077 699;eur;
2022057;29/01/2022;midi;31/03/2022;1;6;12;13;16;19;23;27;28;30;32;38;40;41;43;45;50;62;64;65;2;0 741 466;eur;
2022056;28/01/2022;soir;30/03/2022;1;5;6;9;13;21;22;27;30;33;34;35;48;50;54;59;62;65;68;69;2;8 422 369;eur;
2022055;28/01/2022;midi;30/03/2022;7;9;14;20;21;22;23;24;29;30;33;38;42;44;46;50;60;63;69;70;2;8 483 385;eur;
2022054;27/01/2022;soir;29/03/2022;3;5;9;12;17;20;21;30;31;34;35;36;39;41;45;46;55;57;64;68;3;4 861 074;eur;
2022053;27/01/2022;midi;29/03/2022;6;11;12;15;16;17;21;27;31;34;35;37;45;46;52;57;61;63;65;70;2;4 799 922;eur;
2022052;26/01/2022;soir;28/03/2022;1;6;14;15;21;24;33;35;36;38;44;45;46;47;51;54;55;58;61;66;2;9 417 330;eur;
2022051;26/01/2022;midi;28/03/2022;3;4;7;10;15;16;18;22;24;28;29;32;33;37;39;41;46;47;48;63;2;3 831 515;eur;
2022050;25/01/2022;soir;27/03/2022;6;10;19;20;25;26;28;29;30;32;35;37;41;44;48;51;56;61;67;70;2;6 197 819;eur;
2022049;25/01/2022;midi;27/03/2022;2;4;7;10;12;14;18;29;30;33;35;41;46;48;57;59;62;68;69;70;2;5 630 506;eur;
2022048;24/01/2022;soir;26/03/2022;8;10;17;20;21;24;30;32;37;40;41;48;50;55;60;62;64;67;68;69;3;3 639 537;eur;
2022047;24/01/2022;midi;26/03/2022;2;3;6;9;11;25;28;32;35;38;44;48;50;55;58;61;62;63;65;67;2;2 249 389;eur;
2022046;23/01/2022;soir;25/03/2022;6;7;10;16;17;18;21;22;24;32;33;36;42;44;45;55;60;62;63;68;2;5 270 692;eur;
2022045;23/01/2022;midi;25/03/2022;1;8;10;11;15;18;24;25;27;29;32;35;36;40;53;59;60;66;67;69;3;1 042 298;eur;
2022044;22/01/2022;soir;24/03/2022;1;12;13;14;17;18;30;32;36;37;39;44;46;48;50;59;61;64;66;67;3;4 507 518;eur;
2022043;22/01/2022;midi;24/03/2022;8;10;11;16;21;25;27;29;34;36;38;40;43;46;47;50;52;53;55;59;2;0 470 414;eur;
2022042;21/01/2022;soir;23/03/2022;1;6;8;14;28;32;35;37;42;44;46;49;56;60;61;62;63;64;65;70;2;2 095 259;eur;
2022041;21/01/2022;midi;23/03/2022;3;8;10;13;17;20;21;22;23;28;34;35;45;48;52;57;58;59;66;67;2;7 432 730;eur;
2022040;20/01/2022;soir;22/03/2022;1;10;17;19;22;24;25;26;28;29;30;37;38;44;45;46;48;56;58;60;3;5 505 542;eur;
2022039;20/01/2022;midi;22/03/2022;3;4;7;11;17;18;21;24;31;37;43;49;53;57;58;62;63;65;68;69;3;1 523 846;eur;
2022038;19/01/2022;soir;21/03/2022;1;2;4;8;9;13;14;15;17;19;20;22;32;41;48;53;58;62;64;66;2;5 301 604;eur;
2022037;19/01/2022;midi;21/03/2022;3;6;11;16;19;20;23;26;31;39;43;50;51;57;58;59;60;63;68;70;2;2 695 461;eur;
2022036;18/01/2022;soir;20/03/2022;1;6;10;13;18;21;27;29;38;39;41;43;46;48;51;54;57;63;68;70;3;5 000 580;eur;
2022035;18/01/2022;midi;20/03/2022;2;15;16;18;19;21;22;23;24;25;27;30;37;43;45;54;55;57;61;69;3;4 148 253;eur;
2022034;17/01/2022;soir;19/03/2022;1;5;6;11;14;15;22;25;26;29;33;34;35;42;44;48;49;52;56;65;2;9 908 227;eur;
2022033;17/01/2022;midi;19/03/2022;2;9;14;19;23;31;32;33;35;36;37;42;43;45;47;52;54;62;63;64;2;6 756 886;eur;
2022032;16/01/2022;soir;18/03/2022;2;4;5;12;17;19;25;26;28;37;40;43;48;52;53;54;63;64;67;70;2;6 993 018;eur;
2022031;16/01/2022;midi;18/03/2022;6;11;14;20;28;34;39;40;45;47;48;49;51;53;55;56;60;61;62;69;3;3 381 067;eur;
2022030;15/01/2022;soir;17/03/2022;7;9;10;12;16;26;31;32;34;38;40;42;46;51;53;60;62;65;67;68;3;4 736 441;eur;
2022029;15/01/2022;midi;17/03/2022;9;11;13;16;22;26;27;28;32;34;36;39;42;46;47;55;57;58;62;63;3;8 309 735;eur;
2022028;14/01/2022;soir;16/03/2022;3;11;13;14;15;17;21;23;25;27;30;33;34;38;40;41;56;61;62;67;3;1 832 206;eur;
2022027;14/01/2022;midi;16/03/2022;6;8;10;13;15;17;19;20;23;24;30;32;37;38;45;47;53;60;65;67;2;5 026 876;eur;
2022026;13/01/2022;soir;15/03/2022;6;11;13;14;15;16;17;23;27;30;31;35;41;46;58;59;60;63;67;70;2;7 311 436;eur;
2022025;13/01/2022;midi;15/03/2022;1;4;6;8;12;13;17;20;31;32;35;47;53;55;60;62;63;64;68;70;2;3 730 640;eur;
2022024;12/01/2022;soir;14/03/2022;3;9;13;19;22;24;26;27;28;33;34;35;48;51;52;56;61;63;67;68;5;8 417 354;eur;
2022023;12/01/2022;midi;14/03/2022;4;7;13;14;15;18;20;21;24;30;31;35;39;41;46;57;59;63;64;69;2;9 407 342;eur;
2022022;11/01/2022;soir;13/03/2022;2;6;7;13;15;16;17;23;24;35;38;39;40;41;49;58;62;65;69;70;2;9 209 760;eur;
2022021;11/01/2022;midi;13/03/2022;1;10;11;13;16;19;20;23;24;37;40;43;48;53;56;57;60;64;65;70;5;0 551 607;eur;
2022020;10/01/2022;soir;12/03/2022;2;5;12;17;20;21;23;24;30;33;34;37;39;42;44;48;58;66;67;70;2;0 483 703;eur;
2022019;10/01/2022;midi;12/03/2022;2;6;7;16;17;19;22;23;25;26;37;39;40;50;54;57;58;59;65;70;3;7 853 423;eur;
2022018;09/01/2022;soir;11/03/2022;4;5;8;10;15;17;19;22;24;25;31;34;39;41;43;45;57;59;62;63;2;5 143 553;eur;
2022017;09/01/2022;midi;11/03/2022;4;12;15;16;18;19;30;31;34;35;39;41;44;45;51;59;60;63;67;68;2;5 353 674;eur;
2022016;08/01/2022;soir;10/03/2022;2;3;7;8;11;13;17;21;25;30;32;37;38;40;47;56;66;67;69;70;3;2 088 520;eur;
2022015;08/01/2022;midi;10/03/2022;1;9;10;13;14;21;23;24;28;29;30;33;48;50;51;55;58;59;61;62;2;5 782 514;eur;
2022014;07/01/2022;soir;09/03/2022;5;11;13;14;28;33;37;41;43;46;51;56;57;61;63;64;66;67;68;69;5;5 610 605;eur;
2022013;07/01/2022;midi;09/03/2022;1;5;10;11;14;17;18;21;22;23;25;28;29;31;33;43;46;56;64;68;2;2 137 782;eur;
2022012;06/01/2022;soir;08/03/2022;5;7;8;9;14;15;25;26;32;33;43;45;48;49;50;51;64;65;68;69;2;5 038 010;eur;
2022011;06/01/2022;midi;08/03/2022;2;4;5;6;9;12;15;16;17;18;25;38;43;46;58;60;64;65;66;67;2;3 643 382;eur;
2022010;05/01/2022;soir;07/03/2022;3;4;9;12;20;25;27;28;32;35;39;46;52;54;55;57;61;65;67;69;2;7 152 066;eur;
2022009;05/01/2022;midi;07/03/2022;1;2;4;6;8;24;28;32;33;38;40;41;51;52;54;55;60;61;62;63;2;3 575 239;eur;
2022008;04/01/2022;soir;06/03/2022;11;12;18;20;21;23;24;25;29;30;31;32;34;45;54;59;61;63;65;70;3;1 019 954;eur;
2022007;04/01/2022;midi;06/03/2022;1;3;18;21;22;24;25;28;33;45;47;50;52;54;56;57;58;60;62;65;2;4 262 862;eur;
2022006;03/01/2022;soir;05/03/2022;1;3;4;9;10;11;16;20;25;26;27;28;35;43;48;49;54;56;57;67;2;7 981 674;eur;
2022005;03/01/2022;midi;05/03/2022;8;12;16;17;20;21;22;23;26;33;35;37;39;40;43;44;46;61;64;67;3;3 250 477;eur;
2022004;02/01/2022;soir;04/03/2022;1;2;4;5;7;18;29;34;37;39;41;42;44;47;53;54;57;61;67;70;2;7 723 738;eur;
2022003;02/01/2022;midi;04/03/2022;1;5;6;7;8;11;12;22;38;41;42;43;46;49;50;51;53;57;65;66;2;4 986 583;eur;
2022002;01/01/2022;soir;03/03/2022;6;7;10;14;19;21;22;24;26;27;35;36;40;50;55;57;59;63;68;69;2;1 181 475;eur;
2022001;01/01/2022;midi;03/03/2022;4;10;13;16;26;27;29;35;36;37;38;43;44;47;52;53;60;61;65;70;2;2 776 161;eur;
2021730;31/12/2021;soir;02/03/2022;6;10;12;15;19;24;25;26;28;29;32;37;38;39;42;46;51;59;63;68;2;9 925 757;eur;
2021729;31/12/2021;midi;02/03/2022;7;9;13;14;15;19;20;22;24;25;29;30;35;37;40;45;56;61;62;64;2;9 178 841;eur;
2021728;30/12/2021;soir;01/03/2022;5;9;10;11;24;26;28;29;31;44;47;50;53;54;56;58;59;61;67;68;3;6 258 111;eur;
2021727;30/12/2021;midi;01/03/2022;4;6;7;13;14;17;25;27;28;35;36;39;40;44;46;53;55;61;62;63;3;8 714 029;eur;
2021726;29/12/2021;soir;28/02/2022;1;2;15;18;19;20;21;25;29;31;35;37;39;48;50;52;56;63;66;70;2;3 390 893;eur;
2021725;29/12/2021;midi;28/02/2022;1;2;7;15;16;17;19;28;30;35;36;38;42;45;50;57;60;64;65;67;2;8 982 747;eur;
2021724;28/12/2021;soir;27/02/2022;1;8;11;12;15;21;28;30;35;36;37;50;59;60;62;64;66;67;69;70;2;8 489 303;eur;
2021723;28/12/2021;midi;27/02/2022;5;6;7;15;17;21;23;24;29;31;36;44;46;49;51;53;55;61;66;67;2;1 622 799;eur;
2021722;27/12/2021;soir;26/02/2022;2;8;11;12;16;22;25;27;33;36;37;44;48;49;50;54;56;57;60;69;2;8 652 688;eur;
2021721;27/12/2021;midi;26/02/2022;9;10;11;13;15;17;19;22;24;28;34;36;37;39;41;46;47;52;68;69;2;8 996 920;eur;
2021720;26/12/2021;soir;25/02/2022;4;12;13;18;20;35;47;48;49;51;54;55;56;59;61;63;64;67;68;70;3;3 468 555;eur;
2021719;26/12/2021;midi;25/02/2022;5;6;7;8;10;17;18;19;21;27;35;37;43;45;52;56;57;59;62;68;2;1 051 324;eur;
2021718;25/12/2021;soir;24/02/2022;3;6;7;9;11;16;19;20;21;22;31;33;36;39;45;47;56;65;67;68;2;2 274 894;eur;
2021717;25/12/2021;midi;24/02/2022;13;14;18;25;28;36;37;40;43;44;46;47;48;49;50;52;54;62;64;65;3;9 021 916;eur;
2021716;24/12/2021;soir;23/02/2022;1;2;3;6;10;18;20;27;29;36;39;42;43;45;48;51;57;63;65;66;3;2 502 519;eur;
2021715;24/12/2021;midi;23/02/2022;6;7;8;12;13;18;20;23;25;27;31;36;38;44;47;52;61;62;64;68;2;2 243 215;eur;
2021714;23/12/2021;soir;22/02/2022;1;2;3;4;6;7;9;11;13;19;28;38;41;47;53;54;62;66;67;70;2;4 942 308;eur;
2021713;23/12/2021;midi;22/02/2022;1;2;4;8;14;24;25;35;36;38;41;42;51;52;55;57;59;63;65;66;2;1 609 743;eur;
2021712;22/12/2021;soir;21/02/2022;2;3;11;13;14;15;20;21;24;28;31;37;39;52;54;56;57;59;62;67;2;0 464 403;eur;
2021711;22/12/2021;midi;21/02/2022;10;12;15;17;21;23;26;27;35;37;40;45;47;53;57;58;59;61;69;70;2;6 051 423;eur;
2021710;21/12/2021;soir;20/02/2022;5;7;11;12;13;14;15;20;25;26;29;32;36;39;40;46;47;50;56;61;3;9 355 922;eur;
2021709;21/12/2021;midi;20/02/2022;1;4;7;10;18;27;35;39;40;43;45;49;52;54;56;59;61;62;67;70;3;7 448 826;eur;
2021708;20/12/2021;soir;19/02/2022;3;6;11;17;21;23;24;25;35;36;39;41;43;46;47;62;63;68;69;70;2;1 210 652;eur;
2021707;20/12/2021;midi;19/02/2022;2;3;5;10;12;13;23;24;27;30;35;39;40;41;45;54;59;62;63;66;3;3 372 512;eur;
2021706;19/12/2021;soir;18/02/2022;5;8;12;15;17;18;22;24;27;30;46;48;51;52;55;56;66;67;68;70;5;8 098 553;eur;
2021705;19/12/2021;midi;18/02/2022;4;6;7;12;16;19;20;26;28;33;36;42;45;48;52;54;56;60;66;68;2;5 442 646;eur;
2021704;18/12/2021;soir;17/02/2022;1;5;8;10;12;16;17;19;20;22;23;24;25;36;46;50;52;58;65;67;2;0 614 584;eur;
2021703;18/12/2021;midi;17/02/2022;1;4;6;8;10;12;14;19;21;22;26;31;34;39;45;46;47;57;60;66;2;0 536 511;eur;
2021702;17/12/2021;soir;16/02/2022;4;9;12;18;19;21;25;29;34;35;36;44;45;46;48;52;53;55;63;65;2;3 717 994;eur;
2021701;17/12/2021;midi;16/02/2022;1;2;5;11;18;20;21;29;31;35;36;46;48;51;52;54;59;60;65;69;2;6 816 029;eur;
2021700;16/12/2021;soir;15/02/2022;2;3;6;7;15;16;17;18;19;26;34;37;39;40;41;44;48;53;62;69;2;3 753 369;eur;
2021699;16/12/2021;midi;15/02/2022;1;3;5;7;10;13;16;21;28;38;41;43;49;53;55;63;64;67;69;70;3;0 138 934;eur;
2021698;15/12/2021;soir;14/02/2022;2;3;5;12;19;21;22;25;27;29;33;34;35;40;43;51;57;62;63;64;2;3 225 949;eur;
2021697;15/12/2021;midi;14/02/2022;1;4;6;13;19;20;30;33;34;35;37;39;44;46;47;50;58;61;67;69;2;2 796 045;eur;
2021696;14/12/2021;soir;13/02/2022;4;5;8;9;13;20;21;43;44;47;51;52;53;55;60;63;64;66;68;70;2;5 746 707;eur;
2021695;14/12/2021;midi;13/02/2022;2;5;10;13;18;21;23;28;34;40;42;45;46;47;49;56;60;63;66;69;2;7 252 279;eur;
2021694;13/12/2021;soir;12/02/2022;8;9;15;25;26;28;32;33;35;37;38;39;57;58;59;63;64;66;67;70;2;1 327 733;eur;
2021693;13/12/2021;midi;12/02/2022;2;9;10;12;14;16;17;18;24;27;30;42;43;44;49;55;56;58;63;67;3;4 692 224;eur;
2021692;12/12/2021;soir;11/02/2022;2;4;5;6;8;14;21;26;27;30;35;41;46;49;50;53;55;65;66;67;3;3 280 578;eur;
2021691;12/12/2021;midi;11/02/2022;6;11;17;18;20;21;26;32;34;36;38;47;49;50;51;53;54;55;62;67;2;4 337 925;eur;
2021690;11/12/2021;soir;10/02/2022;2;3;8;12;15;19;24;26;30;33;34;37;43;46;48;50;58;61;68;69;2;5 643 189;eur;
2021689;11/12/2021;midi;10/02/2022;3;6;16;20;23;25;26;27;29;33;37;39;41;46;53;55;60;61;62;64;3;9 605 235;eur;
2021688;10/12/2021;soir;09/02/2022;3;4;5;14;15;16;18;23;25;29;40;41;42;43;48;51;52;59;64;67;2;8 053 213;eur;
2021687;10/12/2021;midi;09/02/2022;5;6;9;15;16;17;19;20;21;25;33;40;48;50;54;55;58;60;61;65;2;4 299 924;eur;
2021686;09/12/2021;soir;08/02/2022;2;6;10;11;16;24;26;31;33;34;39;41;44;47;48;51;63;64;65;70;2;7 193 249;eur;
2021685;09/12/2021;midi;08/02/2022;1;8;10;13;14;18;20;21;26;27;28;31;34;38;42;44;45;51;60;61;2;0 527 755;eur;
2021684;08/12/2021;soir;07/02/2022;2;4;13;15;16;27;30;33;34;36;37;41;44;45;47;50;56;58;62;66;2;9 070 868;eur;
2021683;08/12/2021;midi;07/02/2022;1;5;6;7;8;10;12;16;19;20;24;35;47;50;52;59;62;65;66;69;2;2 143 895;eur;
2021682;07/12/2021;soir;06/02/2022;1;9;10;12;13;23;27;44;48;52;53;54;55;56;57;59;62;63;64;68;2;1 465 109;eur;
2021681;07/12/2021;midi;06/02/2022;2;3;5;8;13;15;20;27;33;35;38;39;40;41;47;53;56;59;68;69;2;7 361 188;eur;
2021680;06/12/2021;soir;05/02/2022;2;5;7;8;11;12;17;20;22;27;32;34;38;39;41;42;48;56;67;70;3;1 055 717;eur;
2021679;06/12/2021;midi;05/02/2022;10;12;16;18;20;22;23;24;33;36;40;41;43;53;54;55;59;60;63;64;2;6 130 697;eur;
2021678;05/12/2021;soir;04/02/2022;1;4;7;13;14;21;23;27;28;31;34;40;46;47;50;54;55;57;58;65;5;2 836 375;eur;
2021677;05/12/2021;midi;04/02/2022;4;8;11;17;18;24;26;32;33;34;36;40;42;49;54;55;60;62;63;66;2;2 088 342;eur;
2021676;04/12/2021;soir;03/02/2022;5;8;9;12;14;18;19;27;36;38;41;42;44;49;50;52;54;56;65;69;2;9 455 137;eur;
2021675;04/12/2021;midi;03/02/2022;1;5;9;11;17;18;26;30;35;37;42;47;53;54;57;59;60;66;68;69;2;1 388 730;eur;
2021674;03/12/2021;soir;02/02/2022;4;5;6;8;11;20;27;28;29;31;33;36;37;43;44;45;56;60;64;68;2;3 588 385;eur;
2021673;03/12/2021;midi;02/02/2022;3;14;15;19;20;21;24;26;27;28;37;40;44;45;46;50;52;63;66;70;3;2 834 156;eur;
2021672;02/12/2021;soir;01/02/2022;2;5;6;8;11;14;18;22;24;31;33;34;35;37;40;46;50;52;62;64;2;7 165 610;eur;
2021671;02/12/2021;midi;01/02/2022;7;12;13;15;18;22;23;24;26;27;29;33;36;43;44;52;54;61;62;65;2;0 591 818;eur;
2021670;01/12/2021;soir;31/01/2022;2;3;6;8;9;18;21;23;24;25;28;37;44;45;51;54;56;58;63;69;2;8 387 175;eur;
2021669;01/12/2021;midi;31/01/2022;3;4;8;10;12;14;16;19;26;29;35;36;39;45;48;54;57;59;61;64;3;4 427 181;eur;
2021668;30/11/2021;soir;30/01/2022;3;6;7;9;12;18;19;26;28;29;37;39;40;41;47;49;54;55;62;70;2;6 411 590;eur;
2021667;30/11/2021;midi;30/01/2022;2;3;17;18;20;22;23;26;29;33;34;35;36;39;40;53;56;60;69;70;2;3 686 540;eur;
2021666;29/11/2021;soir;29/01/2022;3;7;11;14;15;18;20;21;23;25;26;34;39;42;50;54;56;59;64;69;2;4 321 076;eur;
2021665;29/11/2021;midi;29/01/2022;7;9;14;15;21;25;28;30;35;38;40;43;44;46;48;49;57;63;65;66;2;4 149 482;eur;
2021664;28/11/2021;soir;28/01/2022;1;2;5;17;27;29;35;38;39;40;41;42;47;49;52;53;54;57;67;69;3;6 606 255;eur;
2021663;28/11/2021;midi;28/01/2022;2;5;6;10;12;13;17;20;32;33;34;35;39;40;43;48;51;54;68;69;2;1 184 866;eur;
2021662;27/11/2021;soir;27/01/2022;2;4;5;7;9;17;22;29;31;33;37;45;47;51;54;55;64;66;69;70;2;0 977 296;eur;
2021661;27/11/2021;midi;27/01/2022;1;5;8;10;13;16;22;30;36;39;41;46;47;48;50;51;58;61;67;68;2;6 303 164;eur;
2021660;26/11/2021;soir;26/01/2022;4;6;7;9;11;23;24;29;32;35;37;41;43;45;46;47;57;60;64;68;3;2 048 770;eur;
2021659;26/11/2021;midi;26/01/2022;1;2;5;11;13;16;24;25;30;32;35;37;47;50;51;52;54;58;59;68;2;6 965 078;eur;
2021658;25/11/2021;soir;25/01/2022;3;10;16;18;20;25;26;31;32;37;38;39;40;46;49;51;54;56;62;66;3;5 172 781;eur;
2021657;25/11/2021;midi;25/01/2022;2;9;14;15;22;30;35;39;42;43;46;48;50;55;61;62;63;64;66;69;2;5 959 520;eur;
2021656;24/11/2021;soir;24/01/2022;4;5;6;8;10;13;17;20;22;23;25;28;29;34;44;50;51;53;59;66;2;3 351 986;eur;
2021655;24/11/2021;midi;24/01/2022;1;4;7;8;12;16;20;21;24;30;36;37;38;42;55;58;60;61;69;70;3;9 942 266;eur;
2021654;23/11/2021;soir;23/01/2022;2;4;8;20;23;24;26;30;31;36;39;41;44;49;55;62;66;68;69;70;2;4 278 879;eur;
2021653;23/11/2021;midi;23/01/2022;2;3;4;22;26;28;29;32;33;39;40;42;44;47;49;52;62;67;69;70;3;4 279 128;eur;
2021652;22/11/2021;soir;22/01/2022;14;16;20;22;25;29;33;34;39;40;43;44;48;51;52;55;57;60;62;63;3;4 964 608;eur;
2021651;22/11/2021;midi;22/01/2022;1;3;6;7;9;10;16;17;22;23;24;34;48;52;56;59;60;65;68;69;3;5 711 047;eur;
2021650;21/11/2021;soir;21/01/2022;4;8;9;11;13;14;15;21;24;37;41;50;51;52;57;58;63;66;69;70;2;3 852 912;eur;
2021649;21/11/2021;midi;21/01/2022;1;2;3;5;8;14;17;20;21;23;31;35;39;41;45;46;47;51;61;68;2;2 742 055;eur;
2021648;20/11/2021;soir;20/01/2022;2;7;8;12;16;17;19;25;31;35;37;40;41;44;46;51;55;59;63;68;3;4 508 841;eur;
2021647;20/11/2021;midi;20/01/2022;1;7;10;19;21;25;29;38;40;43;46;49;50;56;57;59;60;63;64;65;2;2 680 389;eur;
2021646;19/11/2021;soir;19/01/2022;1;7;18;21;23;26;28;29;36;40;49;52;53;55;57;60;62;65;67;69;2;9 490 550;eur;
2021645;19/11/2021;midi;19/01/2022;3;5;7;9;15;16;19;25;26;34;45;48;49;52;55;58;59;63;66;69;2;4 361 480;eur;
2021644;18/11/2021;soir;18/01/2022;2;3;7;13;14;17;19;20;36;43;46;50;52;53;55;58;59;60;67;70;3;5 497 845;eur;
2021643;18/11/2021;midi;18/01/2022;2;3;5;6;8;9;21;24;28;36;45;46;48;53;56;59;62;66;68;70;3;2 854 439;eur;
2021642;17/11/2021;soir;17/01/2022;6;14;23;26;28;29;30;38;42;46;47;50;53;54;59;60;61;63;64;68;3;8 176 862;eur;
2021641;17/11/2021;midi;17/01/2022;2;5;6;9;10;14;16;18;20;21;24;29;31;38;42;49;57;59;62;70;2;4 209 301;eur;
2021640;16/11/2021;soir;16/01/2022;5;10;13;14;16;23;24;28;38;41;43;45;47;49;50;51;61;62;64;69;5;9 462 424;eur;
2021639;16/11/2021;midi;16/01/2022;4;7;14;15;17;19;22;28;35;38;42;43;45;47;50;52;56;58;62;66;2;0 643 794;eur;
2021638;15/11/2021;soir;15/01/2022;1;6;10;13;14;15;17;18;19;22;23;26;33;34;39;44;47;53;56;70;5;4 851 871;eur;
2021637;15/11/2021;midi;15/01/2022;6;8;9;16;18;29;30;31;32;35;36;39;40;43;44;45;46;47;49;51;2;2 633 280;eur;
2021636;14/11/2021;soir;14/01/2022;3;4;5;10;15;19;22;23;27;30;33;34;39;45;54;57;58;65;66;69;2;1 238 379;eur;
2021635;14/11/2021;midi;14/01/2022;4;7;8;11;18;19;32;40;41;44;45;50;51;52;59;60;61;64;69;70;2;8 824 156;eur;
2021634;13/11/2021;soir;13/01/2022;1;5;9;10;13;27;29;33;34;38;39;43;45;47;48;51;60;61;62;69;2;8 444 329;eur;
2021633;13/11/2021;midi;13/01/2022;1;3;5;6;8;11;12;19;21;25;34;35;41;44;48;51;53;56;63;64;2;2 546 310;eur;
2021632;12/11/2021;soir;12/01/2022;1;6;8;12;15;17;18;24;29;32;37;40;41;44;47;51;58;59;62;69;5;1 905 427;eur;
2021631;12/11/2021;midi;12/01/2022;1;3;5;6;12;13;20;23;29;33;37;46;47;49;50;53;58;62;69;70;2;9 542 376;eur;
2021630;11/11/2021;soir;11/01/2022;1;3;6;9;13;16;17;20;21;22;26;39;42;47;56;57;61;63;64;70;3;0 779 360;eur;
2021629;11/11/2021;midi;11/01/2022;4;5;6;7;13;15;17;19;33;35;39;42;44;45;46;51;60;61;68;69;2;4 432 721;eur;
2021628;10/11/2021;soir;10/01/2022;8;9;11;12;19;21;24;25;26;30;45;46;49;51;55;58;59;61;67;68;2;8 991 036;eur;
2021627;10/11/2021;midi;10/01/2022;2;7;9;11;12;24;25;26;27;29;33;36;41;47;48;50;53;54;60;70;3;2 304 920;eur;
2021626;09/11/2021;soir;09/01/2022;4;10;15;16;18;20;21;25;31;32;34;40;42;47;48;55;58;60;67;68;2;3 036 546;eur;
2021625;09/11/2021;midi;09/01/2022;5;15;17;23;24;25;31;35;37;42;43;47;50;51;53;54;58;62;65;70;2;5 629 646;eur;
2021624;08/11/2021;soir;08/01/2022;8;9;18;20;29;31;33;34;36;43;45;48;50;52;53;54;64;66;68;69;2;3 289 282;eur;
2021623;08/11/2021;midi;08/01/2022;3;19;20;22;27;31;32;34;35;40;41;45;47;48;54;57;59;60;63;68;2;4 185 840;eur;
2021622;07/11/2021;soir;07/01/2022;4;6;7;8;11;12;17;24;27;36;37;38;39;40;44;58;59;60;64;68;2;4 009 577;eur;
2021621;07/11/2021;midi;07/01/2022;1;2;6;9;15;19;21;22;25;28;34;40;44;46;50;55;63;65;69;70;3;3 665 885;eur;
2021620;06/11/2021;soir;06/01/2022;2;3;12;17;23;24;25;29;30;38;40;42;45;51;54;56;57;66;68;69;2;2 132 573;eur;
2021619;06/11/2021;midi;06/01/2022;4;6;9;13;17;21;23;28;31;33;34;35;42;51;54;56;62;64;69;70;3;0 312 976;eur;
2021618;05/11/2021;soir;05/01/2022;1;7;15;16;17;18;29;31;32;44;47;52;54;55;56;59;61;63;65;70;3;1 695 705;eur;
2021617;05/11/2021;midi;05/01/2022;8;10;11;12;19;23;25;26;30;31;41;49;51;52;56;61;63;66;69;70;2;5 178 999;eur;
2021616;04/11/2021;soir;04/01/2022;3;7;8;10;14;15;16;19;23;26;37;39;40;42;44;58;61;62;64;65;2;9 564 975;eur;
2021615;04/11/2021;midi;04/01/2022;3;4;6;11;15;18;22;23;32;33;37;43;45;46;50;54;55;58;63;67;2;0 432 856;eur;
2021614;03/11/2021;soir;03/01/2022;3;6;9;16;18;19;24;32;35;38;40;43;45;47;49;50;53;58;67;70;2;6 402 106;eur;
2021613;03/11/2021;midi;03/01/2022;4;5;8;15;16;17;27;31;33;34;36;39;40;45;46;50;53;60;64;65;3;6 851 090;eur;
2021612;02/11/2021;soir;02/01/2022;4;5;6;13;14;16;19;27;29;32;47;50;51;52;53;56;62;63;65;66;2;8 889 403;eur;
2021611;02/11/2021;midi;02/01/2022;8;16;17;18;19;20;24;27;28;29;33;34;37;46;47;62;63;65;67;69;2;2 802 853;eur;
2021610;01/11/2021;soir;01/01/2022;1;8;11;13;18;19;21;23;27;28;32;37;42;44;46;51;53;54;60;69;2;8 610 948;eur;
2021609;01/11/2021;midi;01/01/2022;1;7;14;19;24;35;36;39;42;43;50;52;53;57;58;59;63;65;66;67;2;5 555 463;eur;
2021608;31/10/2021;soir;31/12/2021;1;3;4;6;12;30;34;35;42;43;46;47;49;50;55;58;62;63;67;70;2;8 087 428;eur;
2021607;31/10/2021;midi;31/12/2021;2;3;7;8;9;20;23;24;37;39;40;41;45;56;58;60;62;64;67;70;3;5 557 765;eur;
2021606;30/10/2021;soir;30/12/2021;5;8;11;15;18;22;23;24;26;27;28;30;31;36;37;41;56;59;62;69;2;3 498 561;eur;
2021605;30/10/2021;midi;30/12/2021;2;6;7;14;16;21;22;27;32;35;39;48;51;52;53;57;60;63;64;65;2;5 963 563;eur;
2021604;29/10/2021;soir;29/12/2021;2;5;8;9;12;17;18;20;33;39;48;50;52;56;58;59;64;67;68;69;5;8 610 245;eur;
2021603;29/10/2021;midi;29/12/2021;2;4;10;14;16;17;19;20;28;29;31;36;38;47;49;55;58;61;63;64;2;6 368 325;eur;
2021602;28/10/2021;soir;28/12/2021;3;5;11;14;15;17;19;20;24;27;29;30;31;34;37;45;59;63;64;67;2;7 073 581;eur;
2021601;28/10/2021;midi;28/12/2021;1;3;14;15;18;22;23;24;26;35;37;39;46;48;55;57;59;61;62;63;2;8 366 753;eur;
2021600;27/10/2021;soir;27/12/2021;6;10;14;19;24;27;33;37;44;46;47;49;52;53;55;56;60;64;67;70;2;7 868 134;eur;
